,location,floor,floors_count,rooms_count,total_meters,price,year_of_construction,living_meters,kitchen_meters,underground,price_meter
480,Лобня,9,10,2.0,59.6,8900000.0,2011,27.3,9.2,Лобня,149328.85906040267
481,Лобня,15,18,1.0,37.8,6400000.0,2010,20.0,10.0,Лобня,169312.16931216934
482,Лобня,17,17,2.0,53.8,7300000.0,2022,29.7,10.4,Лобня,135687.73234200745
483,Лобня,4,5,2.0,50.7,8700000.0,,31.0,7.5,Лобня,171597.63313609466
484,Лобня,2,16,1.0,37.0,6600000.0,2011,20.0,9.3,Лобня,178378.37837837837
485,Лобня,8,17,2.0,60.3,7800000.0,Напишите автору,33.8,10.0,Лобня,129353.23383084578
486,Лобня,14,19,2.0,53.5,7200000.0,2014,28.6,10.2,Лобня,134579.43925233645
487,Лобня,11,17,2.0,61.9,9900000.0,2015,32.0,12.7,Лобня,159935.37964458804
488,Москва,3,5,1.0,46.3,41670000.0,,32.0,12.128758683969064,Новокузнецкая,900000.0
489,Москва,3,5,1.0,53.0,12900000.0,1957,26.0,10.0,Рабочий посёлок,243396.22641509434
490,Москва,45,47,1.0,34.3,20360480.0,2024,18.5,8.2,Калужская,593600.0
491,Москва,19,24,1.0,37.8,13390000.0,2022,36.35070730640222,10.0,Пятницкое шоссе,354232.8042328043
492,Москва,6,9,1.0,33.0,11000000.0,1970,17.0,8.0,Университет Дружбы Народов,333333.3333333333
493,Москва,2,27,1.0,40.1,13488048.0,2027,12.9,12.128758683969064,Трикотажная,336360.2992518703
494,Москва,4,5,1.0,33.0,9800000.0,,20.0,9.0,Первомайская,296969.69696969696
495,Москва,4,8,2.0,64.0,39900000.0,,39.0,10.0,Маяковская,623437.5
496,Москва,15,47,2.0,55.0,23500000.0,,26.3,18.7,Шелепиха,427272.7272727273
497,Москва,6,6,2.0,96.0,257000000.0,,55.0,15.9,Парк Культуры,2677083.3333333335
498,Москва,13,24,3.0,64.8,24200000.0,2022,36.35070730640222,20.0,Верхние котлы,373456.7901234568
499,Москва,2,29,3.0,56.8,17892000.0,2025,43.6,8.2,Новые Черёмушки,315000.0
500,Москва,3,6,3.0,134.1,295020000.0,2026,36.35070730640222,12.128758683969064,Новокузнецкая,2200000.0
501,Москва,2,7,3.0,108.0,48500000.0,1917,70.0,10.0,Менделеевская,449074.0740740741
502,Москва,9,27,1.0,47.1,21999000.0,2023,13.4,21.0,Нагорная,467070.0636942675
503,Москва,10,12,1.0,39.0,9499000.0,1975,19.0,6.8,Дегунино,243564.10256410256
504,Москва,3,25,1.0,40.1,14900000.0,2020,36.35070730640222,18.8,Медведково,371571.072319202
505,Москва,19,75,1.0,46.18,26215554.0,2026,36.35070730640222,12.128758683969064,Площадь Гагарина,567681.9835426592
506,Москва,10,34,2.0,64.4,51000000.0,,38.0,15.0,Поклонная,791925.4658385093
507,Москва,4,13,2.0,52.0,29800000.0,,36.2,10.6,Спартак,573076.9230769231
508,Москва,12,17,2.0,78.0,35639058.0,2025,52.6,7.7,Гражданская,456911.0
509,Москва,45,55,3.0,79.9,31960000.0,2024,36.35070730640222,28.1,Аминьевская,400000.0
510,Москва,4,7,3.0,96.0,120000000.0,,69.0,10.0,Павелецкая,1250000.0
512,Москва,24,44,3.0,69.0,31700000.0,2018,36.35070730640222,10.0,Улица 1905 года,459420.28985507245
513,Москва,13,13,3.0,99.0,66000000.0,2017,36.35070730640222,12.0,Серпуховская,666666.6666666666
514,Москва,3,8,3.0,108.5,111429500.0,2025,55.3,21.2,Хорошёво,1027000.0
515,Москва,3,6,3.0,112.5,85000000.0,,65.0,20.8,Спортивная,755555.5555555555
516,Москва,1,6,3.0,439.1,1309840000.0,2026,75.9,103.9,Кропоткинская,2983010.7037121383
517,Москва,2,4,3.0,140.0,193105775.0,1903,36.35070730640222,26.0,Трубная,1379326.9642857143
518,Москва,39,47,3.0,144.4,65000000.0,,76.6,44.4,Ломоносовский проспект,450138.50415512465
519,Москва,8,21,3.0,105.4,80000000.0,,57.3,14.9,Раменки,759013.2827324477
521,Москва,44,59,3.0,53.7,20701350.0,2028,31.2,12.128758683969064,Давыдково,385500.0
522,Москва,14,58,3.0,128.0,50000000.0,2014,36.35070730640222,30.0,Ростокино,390625.0
523,Москва,4,35,3.0,84.3,39800000.0,2022,48.8,23.5,Аминьевская,472123.368920522
524,Москва,7,20,3.0,56.27,19694500.0,2026,44.1,7.2,Преображенская площадь,350000.0
525,Москва,18,28,3.0,70.2,28290600.0,2027,52.7,12.5,Полежаевская,403000.0
526,Москва,8,8,3.0,95.0,60000000.0,,79.1,10.9,Крестьянская застава,631578.947368421
527,Москва,7,21,4.0,126.3,57000000.0,,36.35070730640222,19.0,Аминьевская,451306.4133016627
528,Москва,4,34,4.0,84.7,47025440.0,2025,56.2,12.128758683969064,Воронцовская,555200.0
529,Москва,2,22,4.0,134.5,78800000.0,2020,80.0,45.0,Серпуховская,585873.6059479554
530,Москва,26,26,5.0,120.2,59332996.0,2024,55.0,27.0,Нагатинская,493618.9351081531
531,Москва,7,8,5.0,340.0,490000000.0,,130.0,40.0,Арбатская,1441176.4705882352
533,Москва,9,11,5.0,320.0,531508450.0,,290.0,25.0,Фрунзенская,1660963.90625
534,Москва,12,13,5.0,111.8,48556211.0,2025,47.0,45.5,Электрозаводская,434313.1574239714
535,Москва,29,29,4.0,105.0,70000000.0,2022,36.35070730640222,12.128758683969064,Кунцевская,666666.6666666666
536,Москва,11,24,5.0,118.89,51003810.0,2024,89.2,12.128758683969064,Алексеевская,429000.0
537,Москва,8,8,4.0,184.5,70000000.0,2016,100.0,20.0,Крестьянская застава,379403.7940379404
538,Москва,51,64,5.0,113.7,35226812.0,2028,83.9,5.7,Народное Ополчение,309822.4450307828
539,Москва,7,20,4.0,178.0,77000000.0,,36.35070730640222,10.0,Профсоюзная,432584.2696629214
541,Москва,5,21,4.0,222.8,111400000.0,2008,176.0,25.0,Баррикадная,500000.0
542,Москва,6,27,5.0,159.7,79129317.0,2025,76.2,31.1,Технопарк,495487.26988102694
543,Москва,1,4,5.0,192.1,112000000.0,2002,36.35070730640222,20.0,Молодёжная,583029.6720458094
544,Москва,15,41,5.0,162.9,107136000.0,2026,36.35070730640222,12.128758683969064,ЦСКА,657679.5580110498
545,Москва,12,16,4.0,177.0,170000000.0,,90.0,30.0,Улица 1905 года,960451.9774011299
546,Москва,19,29,5.0,128.4,77416130.0,2024,81.9,14.4,Нагатинская,602929.3613707165
547,Москва,21,26,4.0,139.0,170000000.0,2021,36.35070730640222,15.0,Матвеевская,1223021.582733813
548,Москва,3,16,5.0,114.1,24906041.0,2026,36.35070730640222,12.128758683969064,Прокшино,218282.56792287467
549,Москва,6,7,5.0,271.7,294000000.0,2012,220.0,25.0,Смоленская,1082075.8189179243
550,Москва,4,9,5.0,94.7,20611171.0,2025,62.7,23.3,Новомосковская,217647.0010559662
551,Москва,4,4,4.0,240.5,338715839.0,,134.0,16.0,Минская,1408381.866943867
552,Москва,16,16,5.0,144.6,71218273.0,2025,55.9,45.6,Октябрьское поле,492519.1770401107
553,Москва,4,4,5.0,396.0,997920000.0,2024,36.35070730640222,20.0,Китай-город,2520000.0
554,Москва,2,17,5.0,123.3,24047421.0,2025,69.9,26.4,Бунинская аллея,195031.800486618
555,Москва,12,16,4.0,177.0,170000000.0,2022,60.0,58.0,Улица 1905 года,960451.9774011299
556,Москва,2,23,5.0,187.8,31717701.0,2023,69.4,18.0,Бульвар Адмирала Ушакова,168890.8466453674
557,Москва,2,7,4.0,161.6,265500000.0,1913,115.0,14.0,Арбатская,1642945.5445544554
558,Москва,6,6,5.0,169.27,71399410.0,2023,36.35070730640222,14.3,Нагорная,421807.8218231228
559,Москва,16,23,4.0,66.7,14000927.0,2025,43.3,6.3,Новомосковская,209908.95052473762
560,Москва,3,11,4.0,162.0,155000000.0,2009,100.0,50.0,Курская,956790.1234567901
561,Москва,11,18,5.0,180.0,107000000.0,2000,112.0,30.0,Октябрьское поле,594444.4444444445
562,Москва,5,16,4.0,86.7,36929382.0,2025,31.4,25.3,Октябрьское поле,425944.4290657439
563,Москва,5,7,5.0,247.7,285000000.0,,220.8,21.9,Арбатская,1150585.3855470328
564,Москва,23,26,4.0,99.0,30120404.0,2027,53.5,21.1,Трикотажная,304246.50505050505
565,Москва,4,7,4.0,150.0,226130000.0,2007,36.35070730640222,12.128758683969064,Арбатская,1507533.3333333333
566,Москва,1,6,5.0,203.2,207000000.0,2019,36.35070730640222,12.128758683969064,Третьяковская,1018700.7874015749
567,Москва,1,2,4.0,153.3,35948850.0,2023,55.8,66.7,Тёплый Стан,234499.99999999997
568,Москва,18,20,4.0,199.4,239280000.0,2024,36.35070730640222,20.0,Краснопресненская,1200000.0
569,Москва,3,42,4.0,89.5,51500000.0,,50.0,12.0,Фили,575418.9944134079
570,Москва,4,14,4.0,65.9,14409246.0,2026,32.3,16.6,Бунинская аллея,218653.2018209408
572,Москва,9,15,4.0,62.1,12444679.0,2025,32.5,16.4,Новомосковская,200397.40740740742
573,Москва,26,41,4.0,138.2,138000000.0,2020,36.35070730640222,10.0,Аэропорт,998552.8219971057
574,Москва,22,53,4.0,130.0,100000000.0,2012,36.35070730640222,40.0,Ломоносовский проспект,769230.7692307692
575,Москва,2,19,4.0,78.4,16714880.0,2026,48.6,8.0,Москва,213199.99999999997
576,Москва,3,10,4.0,162.0,157000000.0,,96.0,20.0,Курская,969135.8024691358
577,Москва,15,17,4.0,115.0,37000000.0,1997,68.0,11.0,Озёрная,321739.1304347826
578,Москва,2,9,4.0,78.5,12625080.0,2026,38.5,15.2,Толстопальцево,160829.04458598726
579,Москва,5,5,5.0,306.6,180000000.0,,190.0,22.2,Стрешнево,587084.1487279843
580,Москва,3,20,4.0,102.4,18953124.0,2027,47.4,12.128758683969064,Филатов Луг,185089.1015625
581,Москва,15,21,4.0,226.0,139900000.0,,36.35070730640222,23.0,Баррикадная,619026.5486725664
582,Москва,17,22,4.0,130.0,110000000.0,,82.0,43.0,Серпуховская,846153.8461538461
583,Москва,5,6,5.0,260.9,579827400.0,2003,180.0,15.0,Парк Культуры,2222412.4185511693
584,Москва,8,9,5.0,165.0,73000000.0,2001,120.0,15.0,Комсомольская,442424.24242424243
585,Москва,29,29,5.0,143.8,95627000.0,2025,94.0,12.5,Нагатинская,665000.0
586,Москва,19,20,5.0,197.9,191963000.0,2024,36.35070730640222,12.128758683969064,Краснопресненская,970000.0
587,Москва,2,10,1.0,17.2,12630000.0,1914,36.35070730640222,12.128758683969064,Тверская,734302.3255813954
588,Москва,13,28,,26.4,12000000.0,2023,36.35070730640222,12.128758683969064,Стрешнево,454545.4545454546
589,Москва,3,5,,15.1,4200000.0,,9.0,4.0,Щёлковская,278145.6953642384
590,Москва,11,16,3.0,100.0,215000000.0,,60.0,25.0,Спортивная,2150000.0
591,Москва,15,19,3.0,107.0,98900000.0,,92.0,8.0,Университет,924299.0654205608
592,Москва,8,9,2.0,42.8,29005560.0,2024,36.35070730640222,12.128758683969064,Марьина Роща,677700.0
593,Москва,5,24,5.0,182.0,145000000.0,2011,36.35070730640222,20.0,Университет,796703.2967032967
594,Москва,14,18,5.0,220.0,90000000.0,2000,36.35070730640222,20.0,Минская,409090.9090909091
595,Москва,2,15,2.0,40.94,18629584.0,2027,35.9,12.128758683969064,Преображенская площадь,455046.01856375183
596,Москва,22,53,3.0,153.0,167970000.0,,36.35070730640222,10.0,Ломоносовский проспект,1097843.137254902
597,Москва,2,8,2.0,63.6,96083064.0,2026,36.35070730640222,26.8,Тургеневская,1510740.0
598,Москва,37,37,2.0,48.0,42500000.0,2021,34.0,6.0,Аэропорт,885416.6666666666
599,Москва,3,9,4.0,150.5,230000000.0,2013,36.35070730640222,17.0,Новослободская,1528239.2026578074
600,Москва,5,43,3.0,84.79,37441144.0,2025,35.7,12.128758683969064,Дмитровская,441574.9970515391
601,Москва,7,21,4.0,137.0,150000000.0,,36.35070730640222,25.0,Улица 1905 года,1094890.510948905
602,Москва,4,5,3.0,157.0,78000000.0,2016,36.35070730640222,20.0,Улица 1905 года,496815.28662420384
604,Москва,35,40,3.0,100.0,94350000.0,2022,66.0,12.0,Аэропорт,943500.0
605,Москва,16,47,3.0,66.9,21500000.0,2018,36.35070730640222,10.0,Дмитровская,321375.18684603885
606,Москва,5,5,3.0,183.1,174494300.0,2017,70.9,43.8,Арбатская,953000.0
607,Москва,35,41,3.0,98.0,95000000.0,,74.0,5.0,Аэропорт,969387.7551020408
608,Москва,6,23,4.0,146.5,55299000.0,,81.5,17.8,Рабочий посёлок,377467.5767918089
609,Москва,2,57,2.0,40.53,26210751.0,2024,36.35070730640222,12.128758683969064,Фили,646700.0
610,Москва,5,21,2.0,117.0,115000000.0,,71.0,34.0,Улица 1905 года,982905.9829059829
611,Москва,21,37,2.0,60.1,23900000.0,2021,37.6,11.8,Аминьевская,397670.54908485856
612,Москва,3,5,2.0,178.6,150400000.0,2019,36.35070730640222,12.128758683969064,Смоленская,842105.2631578947
613,Москва,32,36,3.0,113.0,140000000.0,,67.0,9.0,ЦСКА,1238938.0530973452
614,Москва,13,25,4.0,139.7,59900000.0,2022,83.3,18.1,Аминьевская,428775.9484609879
615,Москва,23,26,1.0,35.67,21910000.0,2024,11.0,15.8,Бутырская,614241.6596579759
616,Москва,9,32,2.0,62.7,49800000.0,2023,36.35070730640222,12.128758683969064,Поклонная,794258.3732057416
617,Москва,15,22,1.0,37.5,22758750.0,2025,14.1,12.9,Мнёвники,606900.0
618,Москва,8,14,3.0,71.0,42300000.0,2023,36.35070730640222,6.0,Минская,595774.647887324
619,Москва,2,16,1.0,54.7,43377100.0,2026,16.6,17.2,Мичуринский проспект,793000.0
620,Москва,75,95,1.0,57.0,47000000.0,2017,37.0,10.0,Деловой центр,824561.4035087719
621,Москва,3,39,3.0,70.5,47630082.0,2027,36.35070730640222,12.128758683969064,Павелецкая,675604.0
622,Москва,5,24,2.0,75.0,48000000.0,,38.0,22.0,Шелепиха,640000.0
623,Москва,8,17,1.0,50.8,36423600.0,2024,26.7,5.0,Ленинский проспект,717000.0
624,Москва,3,6,3.0,138.0,129000000.0,2005,36.35070730640222,15.0,Трубная,934782.6086956522
625,Москва,3,21,2.0,39.0,21085765.0,2025,12.1,19.1,Электрозаводская,540660.641025641
626,Москва,10,10,5.0,178.0,137900000.0,2008,36.35070730640222,30.0,Студенческая,774719.1011235955
627,Москва,10,13,3.0,80.2,46516000.0,2022,51.6,23.6,Павелецкая,580000.0
628,Москва,6,6,4.0,169.0,90000000.0,1902,36.35070730640222,12.128758683969064,Арбатская,532544.3786982249
629,Москва,6,50,1.0,49.3,25621210.0,2027,14.1,17.9,Мичуринский проспект,519700.00000000006
630,Москва,3,14,3.0,138.9,236130000.0,,36.35070730640222,12.128758683969064,Киевская,1700000.0
631,Москва,11,29,2.0,55.8,21137899.0,2025,24.2,16.2,Волгоградский проспект,378815.394265233
632,Москва,21,30,1.0,36.5,13000000.0,2024,9.7,19.2,Угрешская,356164.38356164383
633,Москва,2,6,1.0,39.0,23205000.0,2023,12.5,13.5,Народное Ополчение,595000.0
634,Москва,5,7,3.0,74.9,41500000.0,,36.35070730640222,12.128758683969064,Курская,554072.0961281708
635,Москва,5,21,3.0,78.6,32996280.0,2027,41.2,18.1,Площадь Ильича,419800.00000000006
636,Москва,7,9,3.0,101.7,69950000.0,,36.35070730640222,12.128758683969064,Новокузнецкая,687807.2763028515
637,Москва,24,42,2.0,43.0,21606000.0,2023,15.0,12.128758683969064,Нагорная,502465.11627906974
638,Москва,27,53,3.0,124.0,118000000.0,2011,86.0,17.3,Ломоносовский проспект,951612.9032258064
639,Москва,2,28,2.0,58.18,26274768.0,2025,36.35070730640222,12.128758683969064,Нагатинская,451611.6878652458
640,Москва,5,8,4.0,173.9,222900000.0,,36.35070730640222,29.8,Спортивная,1281771.1328349626
641,Москва,65,66,3.0,85.8,84942000.0,2020,36.35070730640222,12.128758683969064,Москва-Сити,990000.0
642,Москва,14,15,3.0,133.91,227647000.0,2022,98.9,30.0,Спортивная,1700000.0
643,Москва,11,18,3.0,115.6,136470350.0,2025,36.35070730640222,12.128758683969064,Москва-Сити,1180539.3598615918
644,Москва,6,8,4.0,206.5,450000000.0,2012,36.35070730640222,12.128758683969064,Арбатская,2179176.755447942
645,Одинцово,1,9,2.0,49.7,8200000.0,1967,36.35070730640222,8.0,Одинцово,164989.93963782696
646,Одинцово,11,12,2.0,50.8,8300000.0,,30.6,9.8,Одинцово,163385.82677165355
647,Одинцово,24,25,2.0,44.8,11008779.0,2022,36.35070730640222,5.0,Баковка,245731.67410714287
648,Одинцово,18,24,1.0,43.5,8500000.0,,20.0,11.0,Одинцово,195402.2988505747
649,Одинцово,1,5,2.0,44.3,6650000.0,1965,20.0,6.0,Одинцово,150112.86681715577
650,Одинцово,14,19,2.0,57.1,14393000.0,2026,23.4,12.128758683969064,Одинцово,252066.54991243433
651,Одинцово,12,12,1.0,53.1,9900000.0,2018,19.2,9.0,Одинцово,186440.67796610168
652,Одинцово,4,5,3.0,54.9,7900000.0,1965,28.0,6.0,Одинцово,143897.99635701274
653,Одинцово,22,24,2.0,42.47,10128180.0,2024,36.35070730640222,5.7,Одинцово,238478.45538026842
654,Одинцово,4,4,1.0,39.1,5300000.0,1994,20.7,9.9,Одинцово,135549.87212276214
655,Одинцово,7,17,1.0,40.8,7700000.0,2013,16.8,11.0,Одинцово,188725.49019607843
656,Одинцово,20,24,3.0,64.87,17842625.0,2024,36.35070730640222,7.1,Одинцово,275052.0271311854
657,Одинцово,10,12,2.0,54.0,8200000.0,,32.2,8.6,Одинцово,151851.85185185185
658,Одинцово,7,9,2.0,48.1,10200000.0,1978,30.0,8.0,Одинцово,212058.21205821206
659,Одинцово,15,19,1.0,48.3,11899000.0,2026,24.2,12.128758683969064,Одинцово,246356.1076604555
660,Одинцово,2,9,3.0,64.8,10600000.0,1987,40.0,7.3,Одинцово,163580.24691358025
661,Одинцово,5,5,3.0,54.8,8500000.0,1964,37.0,6.0,Одинцово,155109.4890510949
662,Одинцово,8,24,2.0,52.03,11657794.0,2024,36.35070730640222,10.5,Одинцово,224059.08129925042
663,Одинцово,4,9,2.0,50.6,8900000.0,1967,30.0,8.0,Одинцово,175889.3280632411
664,Одинцово,21,22,1.0,37.0,7900000.0,2009,21.0,8.0,Сколково,213513.51351351352
666,Одинцово,7,25,2.0,52.4,10500000.0,2023,36.35070730640222,8.0,Внуково,200381.67938931298
667,Одинцово,4,9,1.0,33.0,7500000.0,,18.0,9.0,Одинцово,227272.72727272726
668,Одинцово,24,24,2.0,60.93,16040799.0,2022,36.35070730640222,10.8,Одинцово,263266.0265878877
669,Одинцово,5,9,2.0,46.9,9500000.0,1976,30.1,6.0,Одинцово,202558.6353944563
670,Одинцово,24,25,1.0,42.9,10700000.0,2020,15.8,20.0,Сколково,249417.24941724943
671,Одинцово,16,19,1.0,35.8,9464000.0,2026,12.2,12.128758683969064,Одинцово,264357.54189944133
672,Одинцово,18,25,2.0,57.2,10900000.0,2019,36.35070730640222,18.8,Внуково,190559.44055944055
673,Одинцово,25,25,1.0,41.8,8180000.0,2022,23.9,14.0,Одинцово,195693.77990430623
674,Одинцово,5,5,3.0,61.1,8200000.0,,45.2,6.0,Одинцово,134206.21931260228
675,Одинцово,17,25,1.0,34.2,8200000.0,2020,16.0,14.0,Внуково,239766.081871345
676,Одинцово,13,26,1.0,37.0,8200000.0,2012,36.35070730640222,12.128758683969064,Сколково,221621.62162162163
677,Одинцово,4,12,2.0,51.2,8200000.0,1979,32.0,10.0,Одинцово,160156.25
678,Одинцово,22,22,2.0,55.6,8249000.0,2015,38.6,12.0,Сколково,148363.30935251797
679,Одинцово,7,25,2.0,51.76,8250000.0,2022,24.3,9.4,Одинцово,159389.48995363215
680,Одинцово,18,20,1.0,46.0,8290000.0,2014,19.6,12.5,Одинцово,180217.39130434784
681,Одинцово,6,24,2.0,45.0,8250000.0,,30.0,9.0,Сколково,183333.33333333334
682,Одинцово,25,25,1.0,42.5,8250000.0,2022,23.6,15.0,Одинцово,194117.64705882352
683,Одинцово,7,20,1.0,37.1,8250000.0,2009,36.35070730640222,9.2,Сколково,222371.9676549865
684,Одинцово,24,24,1.0,43.0,8300000.0,2005,20.0,10.0,Сколково,193023.2558139535
685,Одинцово,22,22,2.0,55.6,8399000.0,2015,35.0,12.0,Сколково,151061.15107913667
686,Одинцово,20,20,1.0,31.3,8300000.0,2016,16.3,10.0,Одинцово,265175.7188498402
687,Одинцово,2,27,1.0,39.3,8399999.0,2017,16.6,10.8,Сколково,213740.43256997457
688,Одинцово,16,27,1.0,33.5,8300000.0,,18.0,9.9,Сколково,247761.19402985074
689,Одинцово,14,25,1.0,42.4,8300000.0,,19.5,10.6,Сколково,195754.71698113208
690,Одинцово,4,21,1.0,47.0,8300000.0,2018,21.0,12.0,Одинцово,176595.74468085106
691,Одинцово,10,15,2.0,38.4,8300000.0,2019,17.2,16.2,Внуково,216145.83333333334
692,Одинцово,14,22,1.0,48.5,8400000.0,2015,19.0,3.0,Одинцово,173195.87628865978
693,Одинцово,11,24,1.0,36.0,8400000.0,2022,13.4,13.8,Одинцово,233333.33333333334
694,Одинцово,1,9,2.0,43.5,8450000.0,,27.1,6.3,Одинцово,194252.8735632184
695,Одинцово,14,22,2.0,48.5,8400000.0,2015,26.0,4.0,Одинцово,173195.87628865978
696,Одинцово,25,25,1.0,43.6,8450000.0,2022,24.7,15.0,Одинцово,193807.33944954126
697,Видное,5,5,1.0,40.0,6800000.0,,29.0,6.0,Битца,170000.0
698,Видное,8,17,1.0,38.0,7300000.0,,15.0,20.0,Домодедовская,192105.26315789475
699,Видное,1,17,1.0,43.4,6850000.0,2016,24.0,9.0,Домодедовская,157834.10138248847
700,Видное,7,18,2.0,60.4,9400000.0,2014,33.7,13.0,Домодедовская,155629.1390728477
701,Видное,13,17,2.0,61.5,10000000.0,,32.1,9.2,Домодедовская,162601.62601626015
702,Видное,3,3,2.0,58.1,8550000.0,,29.0,7.0,Битца,147160.06884681582
703,Видное,6,16,2.0,62.4,8499999.0,2021,38.0,10.0,Царицыно,136217.9326923077
704,Видное,6,8,2.0,47.1,10900000.0,,36.35070730640222,9.0,Царицыно,231422.5053078556
705,Видное,12,17,3.0,78.1,11900000.0,2014,43.7,12.9,Домодедовская,152368.75800256082
706,Видное,9,18,3.0,82.8,12500000.0,2018,50.0,10.0,Битца,150966.18357487922
707,Видное,11,17,1.0,50.0,7800000.0,,24.0,11.0,Домодедовская,156000.0
708,Видное,10,18,3.0,75.0,9990000.0,2018,42.0,10.0,Царицыно,133200.0
709,Видное,17,18,1.0,43.0,7500000.0,2014,18.0,10.0,Домодедовская,174418.60465116278
710,Видное,11,14,,44.8,4590000.0,2017,36.35070730640222,13.0,Домодедовская,102455.35714285714
711,Видное,7,8,1.0,37.0,7800000.0,2021,16.1,11.1,Царицыно,210810.8108108108
712,Видное,7,9,2.0,46.0,8300000.0,1986,24.8,6.7,Домодедовская,180434.78260869565
713,Видное,4,9,2.0,42.8,7900000.0,1976,28.0,6.0,Домодедовская,184579.43925233645
714,Видное,10,17,2.0,76.9,10000000.0,2021,41.2,25.0,Домодедовская,130039.01170351105
715,Видное,9,17,1.0,37.0,7400000.0,2020,16.0,14.0,Домодедовская,200000.0
716,Видное,8,8,2.0,47.3,7600000.0,2023,27.0,8.4,Бутово,160676.53276955604
717,Видное,12,17,1.0,47.7,7999000.0,2017,20.0,13.6,Домодедовская,167693.92033542975
718,Видное,13,18,2.0,66.0,10497000.0,2008,34.0,12.0,Домодедовская,159045.45454545456
719,Видное,8,17,3.0,72.0,12300000.0,,45.0,12.0,Домодедовская,170833.33333333334
720,Видное,8,17,2.0,54.9,9500000.0,2020,32.0,10.0,Домодедовская,173041.89435336977
721,Видное,5,17,2.0,70.8,12400000.0,2007,35.0,15.0,Домодедовская,175141.24293785312
722,Видное,2,5,2.0,43.4,6950000.0,,29.0,5.5,Домодедовская,160138.24884792627
723,Видное,5,17,3.0,56.0,11400000.0,,33.0,10.0,Домодедовская,203571.42857142858
724,Видное,16,17,3.0,73.4,12500000.0,2013,44.9,14.0,Домодедовская,170299.72752043596
725,Видное,6,18,1.0,38.0,5900000.0,2014,18.0,8.0,Домодедовская,155263.15789473685
726,Видное,7,8,3.0,65.3,9990000.0,,39.5,11.5,Бутово,152986.2174578867
727,Видное,2,4,1.0,33.0,6285000.0,2016,19.0,9.0,Домодедовская,190454.54545454544
728,Видное,12,19,2.0,58.1,8700000.0,2019,30.7,10.9,Домодедовская,149741.82444061962
729,Видное,3,17,3.0,70.0,11599000.0,2014,44.7,10.2,Домодедовская,165700.0
730,Видное,7,17,2.0,57.2,10000000.0,,30.0,10.6,Домодедовская,174825.17482517482
731,Видное,5,5,1.0,40.0,6900000.0,,36.35070730640222,15.0,Битца,172500.0
732,Видное,3,8,3.0,60.4,8600000.0,2020,36.35070730640222,10.2,Бутово,142384.10596026492
733,Видное,3,8,3.0,60.4,8499000.0,,37.7,10.2,Бутово,140711.92052980134
734,Видное,6,8,2.0,46.6,9300000.0,,31.0,10.0,Бутово,199570.81545064377
735,Видное,17,18,3.0,80.0,12200000.0,,60.0,13.0,Домодедовская,152500.0
736,Видное,2,8,2.0,45.0,8900000.0,2018,26.2,9.2,Бутово,197777.77777777778
737,Видное,8,17,2.0,69.3,11200000.0,2015,36.3,13.5,Домодедовская,161616.1616161616
738,Видное,7,8,1.0,31.0,7100000.0,2022,36.35070730640222,12.128758683969064,Царицыно,229032.25806451612
739,Видное,10,18,1.0,40.1,6000000.0,,17.0,8.5,Домодедовская,149625.93516209477
740,Видное,1,17,1.0,40.2,8500000.0,2016,20.0,11.0,Царицыно,211442.78606965172
741,Видное,11,17,1.0,42.8,6550000.0,2018,18.5,11.3,Домодедовская,153037.3831775701
742,Видное,3,8,1.0,49.6,10500000.0,2021,19.0,20.0,Бутово,211693.54838709676
743,Видное,3,3,2.0,60.1,8200000.0,1952,36.35070730640222,9.0,Домодедовская,136439.26788685523
744,Видное,16,20,2.0,49.3,9790000.0,2018,23.0,10.0,Домодедовская,198580.12170385398
745,Видное,3,4,2.0,42.3,7600000.0,2013,24.0,7.0,Домодедовская,179669.03073286053
746,Видное,12,18,2.0,64.3,9300000.0,,38.0,12.0,Царицыно,144634.52566096422
747,Видное,1,7,1.0,42.6,6000000.0,,36.35070730640222,10.0,Домодедовская,140845.0704225352
748,Видное,8,9,1.0,48.0,8800000.0,2011,23.6,12.0,Царицыно,183333.33333333334
749,Видное,11,17,1.0,40.0,6500000.0,2014,19.0,8.0,Домодедовская,162500.0
750,Видное,12,12,3.0,60.6,10050000.0,,36.0,9.5,Царицыно,165841.58415841585
751,Видное,15,17,1.0,41.0,7250000.0,,18.0,10.0,Домодедовская,176829.26829268291
752,Видное,7,9,3.0,59.1,8900000.0,1976,37.5,7.0,Домодедовская,150592.21658206428
753,Волоколамск,2,5,1.0,35.7,5365710.0,2025,15.9,11.5,Волоколамск,150300.0
754,Волоколамск,1,1,1.0,29.2,1999000.0,1938,1.0,13.2,Волоколамск,68458.90410958904
755,Волоколамск,3,3,1.0,28.0,2000000.0,1974,16.0,5.0,Волоколамск,71428.57142857143
756,Волоколамск,2,5,1.0,41.0,5957300.0,2025,15.9,15.6,Волоколамск,145300.0
757,Воскресенск,4,5,2.0,44.0,4200000.0,1964,28.0,6.0,Воскресенск,95454.54545454546
758,Воскресенск,9,10,2.0,51.9,3800000.0,1992,31.0,8.5,Воскресенск,73217.72639691715
759,Воскресенск,5,5,2.0,54.3,4950000.0,,29.0,9.0,Воскресенск,91160.22099447514
760,Воскресенск,3,5,2.0,43.0,4400000.0,1963,36.35070730640222,6.0,Воскресенск,102325.58139534884
